Date,Open,High,Low,Price,Vol.,Change %
28-Jan-14,"6,131.85","6,163.60","6,085.95","6,126.25",184.11M,-0.16%
27-Jan-14,"6,186.30","6,188.55","6,130.25","6,135.85",190.44M,-2.09%
24-Jan-14,"6,301.65","6,331.45","6,263.90","6,266.75",160.27M,-1.24%
23-Jan-14,"6,325.95","6,355.60","6,316.40","6,345.65",120.06M,0.11%
22-Jan-14,"6,309.05","6,349.95","6,287.45","6,338.95",137.49M,0.40%
21-Jan-14,"6,320.15","6,330.30","6,297.90","6,313.80",141.73M,0.16%
20-Jan-14,"6,261.75","6,307.45","6,243.35","6,303.95",122.14M,0.68%
17-Jan-14,"6,306.25","6,327.10","6,246.35","6,261.65",167.72M,-0.91%
16-Jan-14,"6,341.35","6,346.50","6,299.85","6,318.90",153.42M,-0.03%
15-Jan-14,"6,265.95","6,325.20","6,265.30","6,320.90",145.92M,1.27%
14-Jan-14,"6,260.25","6,280.35","6,234.15","6,241.85",110.23M,-0.49%
13-Jan-14,"6,189.55","6,288.20","6,189.55","6,272.75",135.01M,1.64%
10-Jan-14,"6,178.85","6,239.10","6,139.60","6,171.45",159.92M,0.05%
9-Jan-14,"6,181.70","6,188.05","6,148.25","6,168.35",150.06M,-0.10%
8-Jan-14,"6,178.05","6,192.10","6,160.35","6,174.60",146.91M,0.20%
7-Jan-14,"6,203.90","6,221.50","6,144.75","6,162.25",138.56M,-0.47%
6-Jan-14,"6,220.85","6,224.70","6,170.25","6,191.45",118.35M,-0.32%
3-Jan-14,"6,194.55","6,221.70","6,171.25","6,211.15",139.04M,-0.16%
2-Jan-14,"6,301.25","6,358.30","6,211.30","6,221.15",158.13M,-1.28%
1-Jan-14,"6,323.80","6,327.20","6,298.25","6,301.65",69.57M,-0.04%
31-Dec-13,"6,307.35","6,317.30","6,287.30","6,304.00",103.44M,0.21%
30-Dec-13,"6,336.40","6,344.05","6,273.15","6,291.10",101.27M,-0.36%
27-Dec-13,"6,292.80","6,324.90","6,289.40","6,313.80",96.87M,0.56%
26-Dec-13,"6,270.10","6,302.75","6,259.45","6,278.90",182.31M,0.17%
24-Dec-13,"6,296.45","6,301.50","6,262.00","6,268.40",107.64M,-0.26%
23-Dec-13,"6,267.20","6,317.50","6,266.95","6,284.50",131.19M,0.16%
20-Dec-13,"6,179.95","6,284.50","6,170.35","6,274.25",171.97M,1.74%
19-Dec-13,"6,253.90","6,263.75","6,150.70","6,166.65",437.04M,-0.81%
18-Dec-13,"6,129.95","6,236.00","6,129.95","6,217.15",243.25M,1.27%
17-Dec-13,"6,178.20","6,190.55","6,133.00","6,139.05",154.18M,-0.25%
16-Dec-13,"6,168.35","6,183.25","6,146.05","6,154.70",146.45M,-0.22%
13-Dec-13,"6,201.30","6,208.60","6,161.40","6,168.40",169.65M,-1.10%
12-Dec-13,"6,276.75","6,286.85","6,230.55","6,237.05",148.53M,-1.12%
11-Dec-13,"6,307.20","6,326.60","6,280.25","6,307.90",148.20M,-0.39%
10-Dec-13,"6,354.70","6,362.25","6,307.55","6,332.85",242.41M,-0.49%
9-Dec-13,"6,415.00","6,415.25","6,345.00","6,363.90",198.29M,1.66%
6-Dec-13,"6,234.40","6,275.35","6,230.75","6,259.90",158.54M,0.30%
5-Dec-13,"6,262.45","6,300.55","6,232.00","6,241.10",186.06M,1.30%
4-Dec-13,"6,187.95","6,209.15","6,149.90","6,160.95",186.17M,-0.66%
3-Dec-13,"6,204.25","6,225.40","6,191.40","6,201.85",156.85M,-0.26%
2-Dec-13,"6,171.15","6,228.70","6,171.15","6,217.85",145.95M,0.68%
29-Nov-13,"6,103.90","6,182.50","6,103.80","6,176.10",190.71M,1.38%
28-Nov-13,"6,092.00","6,112.95","6,068.30","6,091.85",195.32M,0.57%
27-Nov-13,"6,062.70","6,074.00","6,030.30","6,057.10",124.88M,-0.03%
26-Nov-13,"6,099.25","6,112.70","6,047.75","6,059.10",150.66M,-0.92%
25-Nov-13,"6,035.95","6,123.50","6,035.95","6,115.35",127.20M,2.00%
22-Nov-13,"6,027.35","6,049.60","5,972.80","5,995.45",134.76M,-0.06%
21-Nov-13,"6,096.50","6,097.35","5,985.40","5,999.05",137.23M,-2.02%
20-Nov-13,"6,186.85","6,204.35","6,106.95","6,122.90",155.80M,-1.30%
19-Nov-13,"6,197.25","6,212.40","6,180.20","6,203.35",161.51M,0.23%
18-Nov-13,"6,111.05","6,196.80","6,110.40","6,189.00",163.99M,2.19%
14-Nov-13,"6,037.00","6,101.65","6,036.65","6,056.15",154.91M,1.11%
13-Nov-13,"5,998.85","6,042.25","5,972.45","5,989.60",162.54M,-0.47%
12-Nov-13,"6,087.25","6,108.70","6,011.75","6,018.05",153.81M,-1.00%
11-Nov-13,"6,110.40","6,141.65","6,067.75","6,078.80",146.06M,-1.01%
8-Nov-13,"6,170.15","6,185.15","6,120.95","6,140.75",150.05M,-0.75%
7-Nov-13,"6,228.90","6,288.95","6,180.80","6,187.25",168.83M,-0.45%
6-Nov-13,"6,260.55","6,269.70","6,208.70","6,215.15",157.08M,-0.61%
5-Nov-13,"6,282.15","6,304.75","6,244.30","6,253.15",181.05M,-1.14%
3-Nov-13,"6,332.05","6,342.95","6,319.25","6,324.95",9.36M,0.28%
1-Nov-13,"6,289.75","6,332.60","6,286.95","6,307.20",191.64M,0.13%
31-Oct-13,"6,237.15","6,309.05","6,235.90","6,299.15",239.61M,0.76%
30-Oct-13,"6,230.80","6,269.20","6,222.60","6,251.70",177.58M,0.50%
29-Oct-13,"6,107.55","6,228.05","6,079.20","6,220.90",197.35M,1.96%
28-Oct-13,"6,155.10","6,168.75","6,094.10","6,101.10",146.34M,-0.71%
25-Oct-13,"6,154.00","6,174.75","6,125.95","6,144.90",144.53M,-0.32%
24-Oct-13,"6,162.80","6,252.45","6,142.95","6,164.35",148.91M,-0.23%
23-Oct-13,"6,209.55","6,217.95","6,116.60","6,178.35",188.28M,-0.39%
22-Oct-13,"6,192.30","6,220.10","6,181.80","6,202.80",161.94M,-0.03%
21-Oct-13,"6,202.00","6,218.95","6,163.30","6,204.95",196.99M,0.25%
18-Oct-13,"6,070.90","6,201.45","6,070.90","6,189.35",250.34M,2.37%
17-Oct-13,"6,098.50","6,110.75","6,032.55","6,045.85",230.56M,-0.71%
15-Oct-13,"6,147.55","6,156.30","6,056.55","6,089.05",218.30M,-0.39%
14-Oct-13,"6,093.00","6,124.10","6,082.90","6,112.70",142.17M,0.27%
11-Oct-13,"6,104.85","6,107.60","6,046.40","6,096.20",180.83M,1.25%
10-Oct-13,"6,001.05","6,033.95","5,979.80","6,020.95",159.61M,0.22%
9-Oct-13,"5,893.25","6,015.50","5,877.10","6,007.45",192.04M,1.33%
8-Oct-13,"5,975.00","5,981.70","5,913.00","5,928.40",158.53M,0.38%
7-Oct-13,"5,889.05","5,912.00","5,825.85","5,906.15",156.39M,-0.02%
4-Oct-13,"5,891.30","5,950.45","5,885.00","5,907.30",191.47M,-0.04%
3-Oct-13,"5,819.10","5,917.60","5,802.70","5,909.70",199.79M,2.24%
1-Oct-13,"5,756.10","5,786.45","5,700.95","5,780.05",159.25M,0.78%
30-Sep-13,"5,801.05","5,810.20","5,718.50","5,735.30",155.68M,-1.68%
27-Sep-13,"5,905.55","5,909.20","5,819.30","5,833.20",163.07M,-0.83%
26-Sep-13,"5,872.80","5,917.65","5,864.10","5,882.25",220.59M,0.14%
25-Sep-13,"5,901.55","5,910.55","5,811.10","5,873.85",200.16M,-0.32%
24-Sep-13,"5,855.00","5,938.40","5,854.55","5,892.45",187.58M,0.05%
23-Sep-13,"5,945.80","5,989.40","5,871.40","5,889.75",188.32M,-2.04%
20-Sep-13,"6,104.55","6,130.95","5,932.85","6,012.10",318.64M,-1.69%
19-Sep-13,"6,044.15","6,142.50","6,040.15","6,115.55",287.19M,3.66%
18-Sep-13,"5,872.75","5,916.90","5,840.20","5,899.45",153.58M,0.84%
17-Sep-13,"5,824.20","5,857.80","5,804.90","5,850.20",157.94M,0.17%
16-Sep-13,"5,930.30","5,957.25","5,798.15","5,840.55",219.46M,-0.17%
13-Sep-13,"5,828.00","5,884.30","5,822.90","5,850.60",190.77M,0.00%
12-Sep-13,"5,931.15","5,932.00","5,815.80","5,850.70",272.99M,-1.06%
11-Sep-13,"5,887.25","5,924.35","5,832.70","5,913.15",265.01M,0.28%
10-Sep-13,"5,738.50","5,904.85","5,738.20","5,896.75",275.24M,3.81%
6-Sep-13,"5,617.45","5,688.60","5,566.15","5,680.40",253.03M,1.56%
5-Sep-13,"5,553.75","5,625.75","5,552.70","5,592.95",274.94M,2.66%
4-Sep-13,"5,358.65","5,460.25","5,318.90","5,448.10",237.23M,2.00%
3-Sep-13,"5,574.70","5,580.95","5,323.75","5,341.45",250.30M,-3.77%
2-Sep-13,"5,480.25","5,564.90","5,478.85","5,550.75",214.23M,1.44%
30-Aug-13,"5,407.45","5,493.30","5,360.20","5,471.80",336.40M,1.16%
29-Aug-13,"5,316.50","5,428.90","5,303.00","5,409.05",326.50M,2.35%
28-Aug-13,"5,233.45","5,317.70","5,118.85","5,285.00",335.99M,-0.05%
27-Aug-13,"5,426.50","5,427.40","5,274.25","5,287.45",306.04M,-3.45%
26-Aug-13,"5,499.40","5,528.70","5,454.45","5,476.50",242.00M,0.09%
23-Aug-13,"5,428.75","5,478.80","5,377.80","5,471.75",251.51M,1.17%
22-Aug-13,"5,282.80","5,418.95","5,254.05","5,408.45",284.47M,2.00%
21-Aug-13,"5,494.45","5,504.10","5,268.45","5,302.55",255.00M,-1.83%
20-Aug-13,"5,353.45","5,417.80","5,306.35","5,401.45",261.05M,-0.25%
19-Aug-13,"5,497.55","5,499.65","5,360.65","5,414.75",219.67M,-1.69%
16-Aug-13,"5,705.45","5,716.60","5,496.05","5,507.85",248.09M,-4.08%
14-Aug-13,"5,715.40","5,754.55","5,690.20","5,742.30",223.66M,0.75%
13-Aug-13,"5,600.25","5,704.75","5,578.90","5,699.30",223.00M,1.55%
12-Aug-13,"5,606.70","5,644.10","5,557.10","5,612.40",195.71M,0.84%
8-Aug-13,"5,510.05","5,577.60","5,510.05","5,565.65",204.92M,0.84%
7-Aug-13,"5,549.30","5,561.45","5,486.85","5,519.10",245.01M,-0.42%
6-Aug-13,"5,664.90","5,664.90","5,521.80","5,542.25",216.23M,-2.52%
5-Aug-13,"5,682.40","5,721.00","5,661.50","5,685.40",197.17M,0.13%
2-Aug-13,"5,750.05","5,761.85","5,649.00","5,677.90",222.49M,-0.87%
1-Aug-13,"5,776.90","5,808.50","5,676.85","5,727.85",216.76M,-0.25%
31-Jul-13,"5,738.35","5,752.10","5,675.75","5,742.00",235.47M,-0.23%
30-Jul-13,"5,836.05","5,861.30","5,747.60","5,755.05",181.49M,-1.31%
29-Jul-13,"5,869.95","5,886.00","5,825.80","5,831.65",173.43M,-0.93%
26-Jul-13,"5,937.95","5,944.50","5,869.50","5,886.20",174.54M,-0.36%
25-Jul-13,"5,970.40","5,990.65","5,896.40","5,907.50",237.08M,-1.39%
24-Jul-13,"6,032.20","6,047.25","5,962.60","5,990.50",151.93M,-1.44%
23-Jul-13,"6,064.30","6,093.35","6,061.30","6,077.80",126.47M,0.76%
22-Jul-13,"6,009.75","6,064.15","6,004.25","6,031.80",115.17M,0.04%
19-Jul-13,"6,057.20","6,066.85","6,020.25","6,029.20",163.31M,-0.15%
18-Jul-13,"5,984.70","6,051.10","5,974.55","6,038.05",171.73M,1.08%
17-Jul-13,"5,972.25","5,989.80","5,926.75","5,973.30",191.52M,0.30%
16-Jul-13,"5,930.80","5,966.05","5,910.95","5,955.25",151.16M,-1.25%
15-Jul-13,"5,991.20","6,038.20","5,980.95","6,030.80",116.28M,0.36%
12-Jul-13,"6,000.50","6,019.00","5,951.15","6,009.00",127.71M,1.25%
11-Jul-13,"5,894.50","5,948.85","5,887.95","5,935.10",120.20M,2.04%
10-Jul-13,"5,869.90","5,879.35","5,802.85","5,816.70",117.52M,-0.72%
9-Jul-13,"5,834.60","5,864.95","5,834.60","5,859.00",110.43M,0.82%
8-Jul-13,"5,833.15","5,833.85","5,775.55","5,811.55",127.63M,-0.96%
5-Jul-13,"5,889.95","5,900.45","5,858.45","5,867.90",123.59M,0.53%
4-Jul-13,"5,794.75","5,848.20","5,786.05","5,836.95",151.93M,1.14%
3-Jul-13,"5,811.95","5,815.00","5,760.40","5,770.90",160.52M,-1.48%
2-Jul-13,"5,885.50","5,898.80","5,852.30","5,857.55",145.72M,-0.70%
1-Jul-13,"5,834.10","5,904.35","5,822.20","5,898.85",144.79M,0.97%
28-Jun-13,"5,749.50","5,852.95","5,749.50","5,842.20",214.40M,2.81%
27-Jun-13,"5,647.95","5,699.35","5,630.95","5,682.35",239.03M,1.68%
26-Jun-13,"5,627.95","5,635.25","5,579.35","5,588.70",160.10M,-0.36%
25-Jun-13,"5,606.95","5,666.25","5,570.25","5,609.10",196.57M,0.34%
24-Jun-13,"5,638.05","5,640.00","5,566.25","5,590.25",193.49M,-1.37%
21-Jun-13,"5,639.90","5,686.15","5,616.85","5,667.65",182.41M,0.21%
20-Jun-13,"5,754.15","5,755.00","5,645.65","5,655.90",198.40M,-2.86%
19-Jun-13,"5,805.75","5,828.40","5,777.90","5,822.25",115.54M,0.15%
18-Jun-13,"5,841.90","5,863.40","5,804.30","5,813.60",117.54M,-0.62%
17-Jun-13,"5,820.40","5,854.90","5,770.25","5,850.05",107.16M,0.72%
14-Jun-13,"5,748.95","5,819.40","5,739.40","5,808.40",124.41M,1.92%
13-Jun-13,"5,709.35","5,729.85","5,683.10","5,699.10",142.04M,-1.06%
12-Jun-13,"5,771.75","5,792.90","5,738.60","5,760.20",140.39M,-0.49%
11-Jun-13,"5,848.75","5,868.05","5,780.35","5,788.80",180.90M,-1.52%
10-Jun-13,"5,907.90","5,931.65","5,857.40","5,878.00",100.13M,-0.05%
7-Jun-13,"5,900.05","5,972.70","5,871.30","5,881.00",118.35M,-0.68%
6-Jun-13,"5,895.00","5,956.55","5,869.50","5,921.40",114.18M,-0.04%
5-Jun-13,"5,908.30","5,935.20","5,883.70","5,923.85",110.22M,0.07%
4-Jun-13,"5,941.10","5,981.60","5,910.25","5,919.45",114.45M,-0.33%
3-Jun-13,"5,997.35","6,011.00","5,916.35","5,939.30",112.12M,-0.78%
31-May-13,"6,098.70","6,106.25","5,975.55","5,985.95",175.31M,-2.26%
30-May-13,"6,072.15","6,133.75","6,072.15","6,124.05",194.09M,0.32%
29-May-13,"6,120.45","6,125.05","6,069.80","6,104.30",120.21M,-0.11%
28-May-13,"6,086.35","6,127.65","6,055.40","6,111.25",139.67M,0.46%
27-May-13,"5,989.40","6,099.90","5,975.55","6,083.15",115.12M,1.66%
24-May-13,"6,010.70","6,015.30","5,936.80","5,983.55",161.62M,0.28%
23-May-13,"6,050.40","6,081.45","5,955.70","5,967.05",198.93M,-2.09%
22-May-13,"6,127.05","6,147.60","6,074.45","6,094.50",133.76M,-0.32%
21-May-13,"6,152.35","6,180.25","6,102.35","6,114.10",130.59M,-0.70%
20-May-13,"6,198.00","6,229.45","6,146.05","6,156.90",122.25M,-0.49%
17-May-13,"6,172.95","6,199.95","6,146.15","6,187.30",147.28M,0.28%
16-May-13,"6,128.25","6,187.30","6,128.25","6,169.90",158.64M,0.38%
15-May-13,"6,018.85","6,157.10","6,018.85","6,146.75",153.89M,2.52%
14-May-13,"5,989.70","6,026.20","5,970.05","5,995.40",119.27M,0.25%
13-May-13,"6,098.20","6,104.95","5,972.90","5,980.45",107.95M,-2.08%
11-May-13,"6,088.20","6,114.55","6,084.15","6,107.25",7.99M,0.21%
10-May-13,"6,046.25","6,105.30","6,045.60","6,094.75",111.35M,0.74%
9-May-13,"6,078.35","6,084.70","6,040.45","6,050.15",110.00M,-0.32%
8-May-13,"6,064.15","6,083.55","6,024.95","6,069.30",122.28M,0.43%
7-May-13,"5,983.45","6,050.50","5,982.95","6,043.55",136.37M,1.21%
6-May-13,"5,944.90","5,976.50","5,928.45","5,971.05",110.17M,0.46%
3-May-13,"5,993.50","6,000.30","5,930.15","5,944.00",145.75M,-0.92%
2-May-13,"5,911.40","6,019.45","5,910.95","5,999.35",162.38M,1.17%
30-Apr-13,"5,932.60","5,962.30","5,867.80","5,930.20",153.19M,0.44%
29-Apr-13,"5,877.60","5,918.65","5,868.80","5,904.10",118.88M,0.56%
26-Apr-13,"5,899.75","5,907.05","5,860.50","5,871.45",141.31M,-0.76%
25-Apr-13,"5,856.10","5,924.60","5,853.30","5,916.30",199.60M,1.36%
23-Apr-13,"5,843.10","5,844.30","5,791.55","5,836.90",132.22M,0.04%
22-Apr-13,"5,789.85","5,844.85","5,789.80","5,834.40",135.10M,0.89%
18-Apr-13,"5,682.70","5,794.35","5,681.85","5,783.10",149.88M,1.66%
17-Apr-13,"5,708.65","5,732.15","5,669.00","5,688.70",154.58M,0.00%
16-Apr-13,"5,562.45","5,699.25","5,555.85","5,688.95",142.68M,2.16%
15-Apr-13,"5,508.50","5,592.85","5,500.30","5,568.40",142.92M,0.72%
12-Apr-13,"5,520.70","5,544.50","5,494.90","5,528.55",127.32M,-1.17%
11-Apr-13,"5,601.65","5,610.65","5,542.85","5,594.00",146.83M,0.64%
10-Apr-13,"5,536.25","5,569.25","5,477.20","5,558.70",128.56M,1.16%
9-Apr-13,"5,568.75","5,603.05","5,487.00","5,495.10",138.18M,-0.86%
8-Apr-13,"5,550.50","5,569.20","5,537.05","5,542.95",97.02M,-0.19%
5-Apr-13,"5,568.10","5,577.30","5,534.70","5,553.25",137.46M,-0.39%
4-Apr-13,"5,640.65","5,644.45","5,565.65","5,574.75",134.59M,-1.73%
3-Apr-13,"5,740.20","5,744.95","5,650.10","5,672.90",140.71M,-1.31%
2-Apr-13,"5,701.70","5,754.60","5,687.15","5,748.10",106.42M,0.77%
1-Apr-13,"5,697.35","5,720.95","5,675.90","5,704.40",97.78M,0.38%
28-Mar-13,"5,647.75","5,692.95","5,604.85","5,682.55",209.66M,0.73%
26-Mar-13,"5,613.75","5,655.30","5,612.05","5,641.60",126.50M,0.14%
25-Mar-13,"5,707.30","5,718.40","5,624.40","5,633.85",150.39M,-0.31%
22-Mar-13,"5,659.80","5,691.45","5,631.80","5,651.35",165.29M,-0.13%
21-Mar-13,"5,705.90","5,757.75","5,647.95","5,658.75",179.18M,-0.63%
20-Mar-13,"5,740.55","5,745.30","5,682.30","5,694.40",187.62M,-0.90%
19-Mar-13,"5,859.50","5,863.60","5,724.30","5,745.95",182.31M,-1.53%
18-Mar-13,"5,816.75","5,850.20","5,814.35","5,835.25",102.66M,-0.64%
15-Mar-13,"5,914.90","5,945.65","5,861.00","5,872.60",152.16M,-0.62%
14-Mar-13,"5,845.95","5,920.15","5,791.75","5,908.95",149.01M,0.99%
13-Mar-13,"5,884.80","5,893.85","5,842.25","5,851.20",116.71M,-1.06%
12-Mar-13,"5,944.60","5,952.00","5,893.65","5,914.10",115.94M,-0.48%
11-Mar-13,"5,946.10","5,971.20","5,930.35","5,942.35",125.39M,-0.06%
8-Mar-13,"5,883.65","5,952.85","5,883.00","5,945.70",150.78M,1.41%
7-Mar-13,"5,801.30","5,878.00","5,801.30","5,863.30",134.68M,0.77%
6-Mar-13,"5,816.40","5,828.70","5,795.05","5,818.60",156.90M,0.59%
5-Mar-13,"5,722.45","5,790.10","5,722.40","5,784.25",154.41M,1.50%
4-Mar-13,"5,704.70","5,712.00","5,663.60","5,698.50",144.89M,-0.37%
1-Mar-13,"5,702.45","5,739.45","5,679.90","5,719.70",174.52M,0.47%
28-Feb-13,"5,834.35","5,849.90","5,671.90","5,693.05",334.85M,-1.79%
27-Feb-13,"5,784.90","5,818.20","5,749.70","5,796.90",175.17M,0.62%
26-Feb-13,"5,838.30","5,838.85","5,748.60","5,761.35",157.36M,-1.60%
25-Feb-13,"5,870.55","5,878.40","5,825.00","5,854.75",125.13M,0.08%
22-Feb-13,"5,837.95","5,873.80","5,835.80","5,850.30",157.05M,-0.03%
21-Feb-13,"5,909.65","5,921.15","5,844.40","5,852.25",159.40M,-1.53%
20-Feb-13,"5,966.30","5,971.00","5,937.55","5,943.05",135.35M,0.06%
19-Feb-13,"5,900.20","5,947.55","5,883.15","5,939.70",100.99M,0.70%
18-Feb-13,"5,888.65","5,911.00","5,878.45","5,898.20",114.28M,0.18%
15-Feb-13,"5,869.95","5,899.95","5,853.90","5,887.40",125.09M,-0.16%
14-Feb-13,"5,933.20","5,940.20","5,884.55","5,896.95",143.83M,-0.61%
13-Feb-13,"5,943.15","5,969.50","5,922.95","5,932.95",142.64M,0.18%
12-Feb-13,"5,894.35","5,927.65","5,886.45","5,922.50",142.84M,0.42%
11-Feb-13,"5,920.05","5,924.15","5,879.10","5,897.85",121.96M,-0.10%
8-Feb-13,"5,929.10","5,953.70","5,883.65","5,903.50",192.61M,-0.59%
7-Feb-13,"5,936.45","5,978.50","5,927.60","5,938.80",157.65M,-0.34%
6-Feb-13,"5,988.05","5,990.90","5,953.15","5,959.20",157.82M,0.04%
5-Feb-13,"5,948.20","5,970.35","5,946.90","5,956.90",136.23M,-0.51%
4-Feb-13,"6,025.20","6,038.50","5,981.25","5,987.25",141.74M,-0.19%
1-Feb-13,"6,040.95","6,052.95","5,983.20","5,998.90",159.27M,-0.59%
31-Jan-13,"6,045.65","6,058.05","6,025.15","6,034.75",168.52M,-0.35%
30-Jan-13,"6,065.00","6,071.95","6,044.15","6,055.75",124.22M,0.10%
29-Jan-13,"6,064.70","6,111.80","6,042.45","6,049.90",157.55M,-0.41%
28-Jan-13,"6,082.10","6,088.40","6,061.40","6,074.80",113.11M,0.00%
25-Jan-13,"6,024.50","6,080.55","6,014.45","6,074.65",147.59M,0.92%
24-Jan-13,"6,046.20","6,065.30","6,007.85","6,019.35",185.21M,-0.58%
23-Jan-13,"6,052.85","6,069.80","6,021.15","6,054.30",136.99M,0.10%
22-Jan-13,"6,080.15","6,101.30","6,040.50","6,048.50",129.04M,-0.56%
21-Jan-13,"6,085.75","6,094.35","6,065.10","6,082.30",130.87M,0.30%
18-Jan-13,"6,059.85","6,083.40","6,048.30","6,064.40",186.46M,0.42%
17-Jan-13,"6,001.25","6,053.20","5,988.10","6,039.20",178.96M,0.62%
16-Jan-13,"6,049.00","6,055.95","5,992.05","6,001.85",128.99M,-0.90%
15-Jan-13,"6,037.85","6,068.50","6,018.60","6,056.60",138.36M,0.54%
14-Jan-13,"5,967.20","6,036.90","5,962.15","6,024.05",134.71M,1.22%
11-Jan-13,"6,012.40","6,018.85","5,940.60","5,951.30",128.02M,-0.29%
10-Jan-13,"5,998.80","6,005.15","5,947.30","5,968.65",129.77M,-0.05%
9-Jan-13,"6,006.20","6,020.10","5,958.45","5,971.50",129.64M,-0.50%
8-Jan-13,"5,983.45","6,007.05","5,964.40","6,001.70",109.94M,0.22%
7-Jan-13,"6,042.15","6,042.15","5,977.15","5,988.40",110.25M,-0.46%
4-Jan-13,"6,011.95","6,020.75","5,981.55","6,016.15",113.23M,0.11%
3-Jan-13,"6,015.80","6,017.00","5,986.55","6,009.50",99.99M,0.27%
2-Jan-13,"5,982.60","6,006.05","5,982.00","5,993.25",116.06M,0.71%
1-Jan-13,"5,937.65","5,963.90","5,935.20","5,950.85",77.90M,0.77%
31-Dec-12,"5,901.20","5,919.00","5,897.15","5,905.10",64.81M,-0.06%
28-Dec-12,"5,887.15","5,915.75","5,879.50","5,908.35",89.67M,0.65%
27-Dec-12,"5,930.20","5,930.80","5,864.70","5,870.10",139.61M,-0.60%
26-Dec-12,"5,864.95","5,917.30","5,859.55","5,905.60",83.87M,0.85%
24-Dec-12,"5,869.00","5,871.90","5,844.70","5,855.75",85.34M,0.14%
21-Dec-12,"5,888.00","5,888.00","5,841.65","5,847.70",141.15M,-1.16%
20-Dec-12,"5,934.45","5,937.60","5,881.45","5,916.40",123.91M,-0.22%
19-Dec-12,"5,917.30","5,939.40","5,910.80","5,929.60",149.44M,0.56%
18-Dec-12,"5,873.60","5,905.80","5,823.15","5,896.80",148.91M,0.66%
17-Dec-12,"5,860.50","5,886.05","5,850.15","5,857.90",109.55M,-0.37%
14-Dec-12,"5,846.90","5,886.10","5,839.15","5,879.60",115.16M,0.48%
13-Dec-12,"5,900.35","5,907.45","5,841.35","5,851.50",136.62M,-0.62%
12-Dec-12,"5,917.80","5,924.60","5,874.25","5,888.00",132.67M,-0.18%
11-Dec-12,"5,923.80","5,965.15","5,865.45","5,898.80",137.42M,-0.17%
10-Dec-12,"5,916.05","5,919.95","5,888.10","5,908.90",95.98M,0.03%
7-Dec-12,"5,934.00","5,949.85","5,888.65","5,907.40",127.61M,-0.40%
6-Dec-12,"5,926.30","5,942.55","5,838.90","5,930.90",140.27M,0.52%
5-Dec-12,"5,906.60","5,917.80","5,891.35","5,900.50",139.65M,0.19%
4-Dec-12,"5,866.80","5,894.95","5,859.00","5,889.25",131.02M,0.31%
3-Dec-12,"5,878.25","5,899.15","5,854.60","5,870.95",113.42M,-0.15%
30-Nov-12,"5,836.00","5,885.25","5,827.85","5,879.85",257.05M,0.94%
29-Nov-12,"5,736.70","5,833.50","5,736.10","5,825.00",207.30M,1.70%
27-Nov-12,"5,658.50","5,733.20","5,658.00","5,727.45",134.41M,1.62%
26-Nov-12,"5,648.65","5,649.20","5,623.45","5,635.90",79.29M,0.17%
23-Nov-12,"5,635.45","5,637.75","5,593.55","5,626.60",85.08M,-0.02%
22-Nov-12,"5,628.60","5,643.35","5,608.00","5,627.75",94.06M,0.23%
21-Nov-12,"5,582.50","5,620.20","5,561.40","5,614.80",105.15M,0.78%
20-Nov-12,"5,604.80","5,613.70","5,548.35","5,571.55",107.48M,0.00%
19-Nov-12,"5,577.30","5,592.75","5,549.25","5,571.40",106.99M,-0.05%
16-Nov-12,"5,624.80","5,650.15","5,559.80","5,574.05",121.90M,-1.01%
15-Nov-12,"5,650.35","5,651.65","5,603.55","5,631.00",133.98M,-0.63%
13-Nov-12,"5,689.70","5,698.25","5,660.35","5,666.95",16.52M,-0.29%
12-Nov-12,"5,688.45","5,718.90","5,665.75","5,683.70",92.70M,-0.04%
9-Nov-12,"5,731.10","5,751.70","5,677.75","5,686.25",98.76M,-0.91%
8-Nov-12,"5,709.00","5,744.50","5,693.95","5,738.75",117.59M,-0.37%
7-Nov-12,"5,718.60","5,777.30","5,711.40","5,760.10",133.74M,0.62%
6-Nov-12,"5,694.10","5,730.80","5,693.65","5,724.40",115.02M,0.35%
5-Nov-12,"5,693.05","5,709.20","5,679.50","5,704.20",74.83M,0.11%
2-Nov-12,"5,696.35","5,711.30","5,682.55","5,697.70",111.16M,0.93%
1-Nov-12,"5,609.85","5,649.75","5,601.95","5,645.05",107.39M,0.45%
31-Oct-12,"5,596.75","5,624.40","5,583.05","5,619.70",112.08M,0.39%
30-Oct-12,"5,656.35","5,689.90","5,589.90","5,597.90",116.68M,-1.19%
29-Oct-12,"5,665.20","5,698.30","5,645.10","5,665.60",93.56M,0.02%
26-Oct-12,"5,683.55","5,697.20","5,641.75","5,664.30",101.66M,-0.72%
25-Oct-12,"5,688.80","5,718.75","5,685.70","5,705.30",158.34M,0.24%
23-Oct-12,"5,715.65","5,720.80","5,681.45","5,691.40",81.50M,-0.45%
22-Oct-12,"5,667.60","5,721.55","5,658.05","5,717.15",103.37M,0.58%
19-Oct-12,"5,703.30","5,711.70","5,660.00","5,684.25",124.26M,-0.60%
18-Oct-12,"5,675.30","5,722.50","5,650.55","5,718.70",144.10M,1.03%
17-Oct-12,"5,681.10","5,684.35","5,633.90","5,660.25",123.97M,0.22%
16-Oct-12,"5,705.60","5,714.00","5,635.60","5,648.00",117.42M,-0.69%
15-Oct-12,"5,674.25","5,693.70","5,651.05","5,687.25",93.69M,0.20%
